,CD,Year_Month,Year,Month,Count
3313,QN14,2019-05,2019,5,39
3314,QN14,2019-06,2019,6,54
3315,QN14,2019-07,2019,7,1
3316,QN14,2019-08,2019,8,40
3317,QN14,2019-09,2019,9,23
3318,QN14,2019-10,2019,10,29
3319,QN14,2019-11,2019,11,12
3320,QN14,2019-12,2019,12,29
3321,QN14,2020-01,2020,1,25
3322,QN14,2020-02,2020,2,22
3323,QN14,2020-03,2020,3,28
3324,QN14,2020-04,2020,4,16
3325,QN14,2020-05,2020,5,33
3326,QN14,2020-06,2020,6,29
3327,QN14,2020-07,2020,7,35
3328,QN14,2020-08,2020,8,44
3329,QN14,2020-09,2020,9,38
3330,QN14,2020-10,2020,10,33
3331,QN14,2020-11,2020,11,22
3332,QN14,2020-12,2020,12,11
3333,QN14,2021-01,2021,1,31
3334,QN14,2021-02,2021,2,20
3335,QN14,2021-03,2021,3,44
3336,QN14,2021-04,2021,4,32
3337,QN14,2021-05,2021,5,29
3338,QN14,2021-06,2021,6,39
3339,QN14,2021-07,2021,7,32
3340,QN14,2021-08,2021,8,37
3341,QN14,2021-09,2021,9,44
3342,QN14,2021-10,2021,10,23
3343,SI01,2016-11,2016,11,68
3344,SI01,2016-12,2016,12,74
3345,SI01,2017-01,2017,1,64
3346,SI01,2017-02,2017,2,84
3347,SI01,2017-03,2017,3,92
3348,SI01,2017-04,2017,4,78
3349,SI01,2017-05,2017,5,113
3350,SI01,2017-06,2017,6,105
3351,SI01,2017-07,2017,7,120
3352,SI01,2017-08,2017,8,116
3353,SI01,2017-09,2017,9,85
3354,SI01,2017-10,2017,10,77
3355,SI01,2017-11,2017,11,61
3356,SI01,2017-12,2017,12,48
3357,SI01,2018-01,2018,1,69
3358,SI01,2018-02,2018,2,88
3359,SI01,2018-03,2018,3,72
3360,SI01,2018-04,2018,4,86
3361,SI01,2018-05,2018,5,90
3362,SI01,2018-06,2018,6,120
3363,SI01,2018-07,2018,7,123
3364,SI01,2018-08,2018,8,128
3365,SI01,2018-09,2018,9,102
3366,SI01,2018-10,2018,10,101
3367,SI01,2018-11,2018,11,56
3368,SI01,2018-12,2018,12,70
3369,SI01,2019-01,2019,1,78
3370,SI01,2019-02,2019,2,68
3371,SI01,2019-03,2019,3,118
3372,SI01,2019-04,2019,4,110
3373,SI01,2019-05,2019,5,110
3374,SI01,2019-06,2019,6,117
3375,SI01,2019-07,2019,7,7
3376,SI01,2019-08,2019,8,114
3377,SI01,2019-09,2019,9,92
3378,SI01,2019-10,2019,10,64
3379,SI01,2019-11,2019,11,41
3380,SI01,2019-12,2019,12,28
3381,SI01,2020-01,2020,1,58
3382,SI01,2020-02,2020,2,61
3383,SI01,2020-03,2020,3,58
3384,SI01,2020-04,2020,4,49
3385,SI01,2020-05,2020,5,92
3386,SI01,2020-06,2020,6,75
3387,SI01,2020-07,2020,7,92
3388,SI01,2020-08,2020,8,85
3389,SI01,2020-09,2020,9,69
3390,SI01,2020-10,2020,10,69
3391,SI01,2020-11,2020,11,42
3392,SI01,2020-12,2020,12,50
3393,SI01,2021-01,2021,1,78
3394,SI01,2021-02,2021,2,41
3395,SI01,2021-03,2021,3,174
3396,SI01,2021-04,2021,4,103
3397,SI01,2021-05,2021,5,87
3398,SI01,2021-06,2021,6,83
3399,SI01,2021-07,2021,7,140
3400,SI01,2021-08,2021,8,139
3401,SI01,2021-09,2021,9,139
3402,SI01,2021-10,2021,10,114
3403,SI02,2016-11,2016,11,44
3404,SI02,2016-12,2016,12,46
3405,SI02,2017-01,2017,1,58
3406,SI02,2017-02,2017,2,75
3407,SI02,2017-03,2017,3,60
3408,SI02,2017-04,2017,4,71
3409,SI02,2017-05,2017,5,62
3410,SI02,2017-06,2017,6,69
3411,SI02,2017-07,2017,7,60
3412,SI02,2017-08,2017,8,66
3413,SI02,2017-09,2017,9,54
3414,SI02,2017-10,2017,10,28
3415,SI02,2017-11,2017,11,37
3416,SI02,2017-12,2017,12,27
3417,SI02,2018-01,2018,1,44
3418,SI02,2018-02,2018,2,46
3419,SI02,2018-03,2018,3,59
3420,SI02,2018-04,2018,4,60
3421,SI02,2018-05,2018,5,55
3422,SI02,2018-06,2018,6,87
3423,SI02,2018-07,2018,7,81
3424,SI02,2018-08,2018,8,61
3425,SI02,2018-09,2018,9,55
3426,SI02,2018-10,2018,10,47
3427,SI02,2018-11,2018,11,42
3428,SI02,2018-12,2018,12,44
3429,SI02,2019-01,2019,1,53
3430,SI02,2019-02,2019,2,70
3431,SI02,2019-03,2019,3,83
3432,SI02,2019-04,2019,4,80
3433,SI02,2019-05,2019,5,82
3434,SI02,2019-06,2019,6,86
3435,SI02,2019-07,2019,7,1
3436,SI02,2019-08,2019,8,68
3437,SI02,2019-09,2019,9,67
3438,SI02,2019-10,2019,10,52
3439,SI02,2019-11,2019,11,54
3440,SI02,2019-12,2019,12,34
3441,SI02,2020-01,2020,1,54
3442,SI02,2020-02,2020,2,46
3443,SI02,2020-03,2020,3,43
3444,SI02,2020-04,2020,4,32
3445,SI02,2020-05,2020,5,55
3446,SI02,2020-06,2020,6,59
3447,SI02,2020-07,2020,7,48
3448,SI02,2020-08,2020,8,53
3449,SI02,2020-09,2020,9,43
3450,SI02,2020-10,2020,10,65
3451,SI02,2020-11,2020,11,39
3452,SI02,2020-12,2020,12,42
3453,SI02,2021-01,2021,1,48
3454,SI02,2021-02,2021,2,16
3455,SI02,2021-03,2021,3,56
3456,SI02,2021-04,2021,4,68
3457,SI02,2021-05,2021,5,57
3458,SI02,2021-06,2021,6,65
3459,SI02,2021-07,2021,7,79
3460,SI02,2021-08,2021,8,100
3461,SI02,2021-09,2021,9,97
3462,SI02,2021-10,2021,10,72
3463,SI03,2016-11,2016,11,70
3464,SI03,2016-12,2016,12,43
3465,SI03,2017-01,2017,1,95
3466,SI03,2017-02,2017,2,112
3467,SI03,2017-03,2017,3,102
3468,SI03,2017-04,2017,4,126
3469,SI03,2017-05,2017,5,96
3470,SI03,2017-06,2017,6,107
3471,SI03,2017-07,2017,7,130
3472,SI03,2017-08,2017,8,121
3473,SI03,2017-09,2017,9,118
3474,SI03,2017-10,2017,10,95
3475,SI03,2017-11,2017,11,69
3476,SI03,2017-12,2017,12,57
3477,SI03,2018-01,2018,1,56
3478,SI03,2018-02,2018,2,99
3479,SI03,2018-03,2018,3,85
3480,SI03,2018-04,2018,4,82
3481,SI03,2018-05,2018,5,129
3482,SI03,2018-06,2018,6,170
3483,SI03,2018-07,2018,7,181
3484,SI03,2018-08,2018,8,170
3485,SI03,2018-09,2018,9,157
3486,SI03,2018-10,2018,10,113
3487,SI03,2018-11,2018,11,111
3488,SI03,2018-12,2018,12,155
3489,SI03,2019-01,2019,1,222
3490,SI03,2019-02,2019,2,268
3491,SI03,2019-03,2019,3,229
3492,SI03,2019-04,2019,4,153
3493,SI03,2019-05,2019,5,129
3494,SI03,2019-06,2019,6,145
3495,SI03,2019-07,2019,7,4
3496,SI03,2019-08,2019,8,173
3497,SI03,2019-09,2019,9,162
3498,SI03,2019-10,2019,10,180
3499,SI03,2019-11,2019,11,158
3500,SI03,2019-12,2019,12,189
3501,SI03,2020-01,2020,1,208
3502,SI03,2020-02,2020,2,153
3503,SI03,2020-03,2020,3,124
3504,SI03,2020-04,2020,4,58
3505,SI03,2020-05,2020,5,155
3506,SI03,2020-06,2020,6,116
3507,SI03,2020-07,2020,7,100
3508,SI03,2020-08,2020,8,88
3509,SI03,2020-09,2020,9,173
3510,SI03,2020-10,2020,10,167
3511,SI03,2020-11,2020,11,133
3512,SI03,2020-12,2020,12,116
3513,SI03,2021-01,2021,1,133
3514,SI03,2021-02,2021,2,49
3515,SI03,2021-03,2021,3,225
3516,SI03,2021-04,2021,4,152
3517,SI03,2021-05,2021,5,114
3518,SI03,2021-06,2021,6,148
3519,SI03,2021-07,2021,7,120
3520,SI03,2021-08,2021,8,168
3521,SI03,2021-09,2021,9,195
3522,SI03,2021-10,2021,10,187
