,CD,Year_Month,Year,Month,Count
1843,MN01,2021-01,2021,1,15
1844,MN01,2021-02,2021,2,10
1845,MN01,2021-03,2021,3,13
1846,MN01,2021-04,2021,4,12
1847,MN01,2021-05,2021,5,21
1848,MN01,2021-06,2021,6,25
1849,MN01,2021-07,2021,7,24
1850,MN01,2021-08,2021,8,36
1851,MN01,2021-09,2021,9,39
1852,MN01,2021-10,2021,10,59
1853,MN02,2016-11,2016,11,63
1854,MN02,2016-12,2016,12,51
1855,MN02,2017-01,2017,1,29
1856,MN02,2017-02,2017,2,27
1857,MN02,2017-03,2017,3,43
1858,MN02,2017-04,2017,4,27
1859,MN02,2017-05,2017,5,53
1860,MN02,2017-06,2017,6,50
1861,MN02,2017-07,2017,7,53
1862,MN02,2017-08,2017,8,52
1863,MN02,2017-09,2017,9,58
1864,MN02,2017-10,2017,10,53
1865,MN02,2017-11,2017,11,27
1866,MN02,2017-12,2017,12,19
1867,MN02,2018-01,2018,1,32
1868,MN02,2018-02,2018,2,31
1869,MN02,2018-03,2018,3,34
1870,MN02,2018-04,2018,4,41
1871,MN02,2018-05,2018,5,46
1872,MN02,2018-06,2018,6,64
1873,MN02,2018-07,2018,7,49
1874,MN02,2018-08,2018,8,57
1875,MN02,2018-09,2018,9,52
1876,MN02,2018-10,2018,10,37
1877,MN02,2018-11,2018,11,32
1878,MN02,2018-12,2018,12,30
1879,MN02,2019-01,2019,1,19
1880,MN02,2019-02,2019,2,28
1881,MN02,2019-03,2019,3,29
1882,MN02,2019-04,2019,4,48
1883,MN02,2019-05,2019,5,42
1884,MN02,2019-06,2019,6,50
1885,MN02,2019-07,2019,7,2
1886,MN02,2019-08,2019,8,30
1887,MN02,2019-09,2019,9,39
1888,MN02,2019-10,2019,10,23
1889,MN02,2019-11,2019,11,28
1890,MN02,2019-12,2019,12,23
1891,MN02,2020-01,2020,1,34
1892,MN02,2020-02,2020,2,19
1893,MN02,2020-03,2020,3,13
1894,MN02,2020-04,2020,4,14
1895,MN02,2020-05,2020,5,38
1896,MN02,2020-06,2020,6,26
1897,MN02,2020-07,2020,7,27
1898,MN02,2020-08,2020,8,32
1899,MN02,2020-09,2020,9,34
1900,MN02,2020-10,2020,10,34
1901,MN02,2020-11,2020,11,28
1902,MN02,2020-12,2020,12,15
1903,MN02,2021-01,2021,1,30
1904,MN02,2021-02,2021,2,29
1905,MN02,2021-03,2021,3,65
1906,MN02,2021-04,2021,4,32
1907,MN02,2021-05,2021,5,56
1908,MN02,2021-06,2021,6,71
1909,MN02,2021-07,2021,7,78
1910,MN02,2021-08,2021,8,56
1911,MN02,2021-09,2021,9,84
1912,MN02,2021-10,2021,10,82
1913,MN03,2016-11,2016,11,40
1914,MN03,2016-12,2016,12,27
1915,MN03,2017-01,2017,1,28
1916,MN03,2017-02,2017,2,40
1917,MN03,2017-03,2017,3,42
1918,MN03,2017-04,2017,4,42
1919,MN03,2017-05,2017,5,57
1920,MN03,2017-06,2017,6,44
1921,MN03,2017-07,2017,7,51
1922,MN03,2017-08,2017,8,53
1923,MN03,2017-09,2017,9,42
1924,MN03,2017-10,2017,10,40
1925,MN03,2017-11,2017,11,21
1926,MN03,2017-12,2017,12,26
1927,MN03,2018-01,2018,1,23
1928,MN03,2018-02,2018,2,16
1929,MN03,2018-03,2018,3,19
1930,MN03,2018-04,2018,4,31
1931,MN03,2018-05,2018,5,41
1932,MN03,2018-06,2018,6,46
1933,MN03,2018-07,2018,7,54
1934,MN03,2018-08,2018,8,92
1935,MN03,2018-09,2018,9,48
1936,MN03,2018-10,2018,10,45
1937,MN03,2018-11,2018,11,23
1938,MN03,2018-12,2018,12,24
1939,MN03,2019-01,2019,1,14
1940,MN03,2019-02,2019,2,22
1941,MN03,2019-03,2019,3,31
1942,MN03,2019-04,2019,4,38
1943,MN03,2019-05,2019,5,28
1944,MN03,2019-06,2019,6,59
1945,MN03,2019-07,2019,7,3
1946,MN03,2019-08,2019,8,49
1947,MN03,2019-09,2019,9,37
1948,MN03,2019-10,2019,10,27
1949,MN03,2019-11,2019,11,25
1950,MN03,2019-12,2019,12,14
1951,MN03,2020-01,2020,1,20
1952,MN03,2020-02,2020,2,24
1953,MN03,2020-03,2020,3,13
1954,MN03,2020-04,2020,4,16
1955,MN03,2020-05,2020,5,37
1956,MN03,2020-06,2020,6,39
1957,MN03,2020-07,2020,7,54
1958,MN03,2020-08,2020,8,57
1959,MN03,2020-09,2020,9,44
1960,MN03,2020-10,2020,10,36
1961,MN03,2020-11,2020,11,13
1962,MN03,2020-12,2020,12,9
1963,MN03,2021-01,2021,1,13
1964,MN03,2021-02,2021,2,40
1965,MN03,2021-03,2021,3,45
1966,MN03,2021-04,2021,4,52
1967,MN03,2021-05,2021,5,69
1968,MN03,2021-06,2021,6,72
1969,MN03,2021-07,2021,7,132
1970,MN03,2021-08,2021,8,121
1971,MN03,2021-09,2021,9,100
1972,MN03,2021-10,2021,10,130
1973,MN04,2016-11,2016,11,37
1974,MN04,2016-12,2016,12,30
1975,MN04,2017-01,2017,1,36
1976,MN04,2017-02,2017,2,36
1977,MN04,2017-03,2017,3,44
1978,MN04,2017-04,2017,4,56
1979,MN04,2017-05,2017,5,33
1980,MN04,2017-06,2017,6,48
1981,MN04,2017-07,2017,7,122
1982,MN04,2017-08,2017,8,149
1983,MN04,2017-09,2017,9,112
1984,MN04,2017-10,2017,10,40
1985,MN04,2017-11,2017,11,38
1986,MN04,2017-12,2017,12,28
1987,MN04,2018-01,2018,1,29
1988,MN04,2018-02,2018,2,32
1989,MN04,2018-03,2018,3,25
1990,MN04,2018-04,2018,4,38
1991,MN04,2018-05,2018,5,47
1992,MN04,2018-06,2018,6,52
1993,MN04,2018-07,2018,7,40
1994,MN04,2018-08,2018,8,55
1995,MN04,2018-09,2018,9,76
1996,MN04,2018-10,2018,10,63
1997,MN04,2018-11,2018,11,41
1998,MN04,2018-12,2018,12,44
1999,MN04,2019-01,2019,1,30
2000,MN04,2019-02,2019,2,33
2001,MN04,2019-03,2019,3,46
2002,MN04,2019-04,2019,4,36
2003,MN04,2019-05,2019,5,49
2004,MN04,2019-06,2019,6,48
2005,MN04,2019-07,2019,7,2
2006,MN04,2019-08,2019,8,35
2007,MN04,2019-09,2019,9,42
2008,MN04,2019-10,2019,10,36
2009,MN04,2019-11,2019,11,22
2010,MN04,2019-12,2019,12,13
2011,MN04,2020-01,2020,1,18
2012,MN04,2020-02,2020,2,19
2013,MN04,2020-03,2020,3,17
2014,MN04,2020-04,2020,4,15
2015,MN04,2020-05,2020,5,18
2016,MN04,2020-06,2020,6,30
2017,MN04,2020-07,2020,7,43
2018,MN04,2020-08,2020,8,51
2019,MN04,2020-09,2020,9,46
2020,MN04,2020-10,2020,10,38
2021,MN04,2020-11,2020,11,18
2022,MN04,2020-12,2020,12,31
2023,MN04,2021-01,2021,1,19
2024,MN04,2021-02,2021,2,38
2025,MN04,2021-03,2021,3,76
2026,MN04,2021-04,2021,4,35
2027,MN04,2021-05,2021,5,81
2028,MN04,2021-06,2021,6,80
2029,MN04,2021-07,2021,7,84
2030,MN04,2021-08,2021,8,75
2031,MN04,2021-09,2021,9,122
2032,MN04,2021-10,2021,10,91
2033,MN05,2016-11,2016,11,30
2034,MN05,2016-12,2016,12,19
2035,MN05,2017-01,2017,1,22
2036,MN05,2017-02,2017,2,23
2037,MN05,2017-03,2017,3,36
2038,MN05,2017-04,2017,4,34
2039,MN05,2017-05,2017,5,18
2040,MN05,2017-06,2017,6,44
2041,MN05,2017-07,2017,7,39
2042,MN05,2017-08,2017,8,63
2043,MN05,2017-09,2017,9,36
2044,MN05,2017-10,2017,10,26
2045,MN05,2017-11,2017,11,21
2046,MN05,2017-12,2017,12,35
2047,MN05,2018-01,2018,1,30
2048,MN05,2018-02,2018,2,20
2049,MN05,2018-03,2018,3,26
2050,MN05,2018-04,2018,4,30
2051,MN05,2018-05,2018,5,34
2052,MN05,2018-06,2018,6,40
2053,MN05,2018-07,2018,7,55
2054,MN05,2018-08,2018,8,58
2055,MN05,2018-09,2018,9,47
2056,MN05,2018-10,2018,10,54
2057,MN05,2018-11,2018,11,32
2058,MN05,2018-12,2018,12,43
2059,MN05,2019-01,2019,1,26
2060,MN05,2019-02,2019,2,35
2061,MN05,2019-03,2019,3,31
2062,MN05,2019-04,2019,4,26
2063,MN05,2019-05,2019,5,37
2064,MN05,2019-06,2019,6,51
2065,MN05,2019-08,2019,8,40
2066,MN05,2019-09,2019,9,34
2067,MN05,2019-10,2019,10,26
2068,MN05,2019-11,2019,11,25
2069,MN05,2019-12,2019,12,16
2070,MN05,2020-01,2020,1,23
2071,MN05,2020-02,2020,2,21
2072,MN05,2020-03,2020,3,21
2073,MN05,2020-04,2020,4,4
2074,MN05,2020-05,2020,5,19
2075,MN05,2020-06,2020,6,14
2076,MN05,2020-07,2020,7,23
2077,MN05,2020-08,2020,8,25
2078,MN05,2020-09,2020,9,19
2079,MN05,2020-10,2020,10,20
2080,MN05,2020-11,2020,11,11
2081,MN05,2020-12,2020,12,11
2082,MN05,2021-01,2021,1,9
2083,MN05,2021-02,2021,2,15
2084,MN05,2021-03,2021,3,28
2085,MN05,2021-04,2021,4,16
2086,MN05,2021-05,2021,5,24
2087,MN05,2021-06,2021,6,41
2088,MN05,2021-07,2021,7,38
2089,MN05,2021-08,2021,8,42
2090,MN05,2021-09,2021,9,49
2091,MN05,2021-10,2021,10,54
2092,MN06,2016-11,2016,11,15
2093,MN06,2016-12,2016,12,18
2094,MN06,2017-01,2017,1,28
2095,MN06,2017-02,2017,2,25
2096,MN06,2017-03,2017,3,15
2097,MN06,2017-04,2017,4,22
2098,MN06,2017-05,2017,5,16
2099,MN06,2017-06,2017,6,32
2100,MN06,2017-07,2017,7,40
2101,MN06,2017-08,2017,8,40
2102,MN06,2017-09,2017,9,35
2103,MN06,2017-10,2017,10,27
2104,MN06,2017-11,2017,11,20
2105,MN06,2017-12,2017,12,23
2106,MN06,2018-01,2018,1,10
2107,MN06,2018-02,2018,2,21
2108,MN06,2018-03,2018,3,24
2109,MN06,2018-04,2018,4,18
2110,MN06,2018-05,2018,5,22
2111,MN06,2018-06,2018,6,37
2112,MN06,2018-07,2018,7,37
2113,MN06,2018-08,2018,8,25
2114,MN06,2018-09,2018,9,44
2115,MN06,2018-10,2018,10,31
2116,MN06,2018-11,2018,11,19
2117,MN06,2018-12,2018,12,18
2118,MN06,2019-01,2019,1,29
2119,MN06,2019-02,2019,2,21
2120,MN06,2019-03,2019,3,18
2121,MN06,2019-04,2019,4,15
2122,MN06,2019-05,2019,5,28
2123,MN06,2019-06,2019,6,21
2124,MN06,2019-08,2019,8,37
2125,MN06,2019-09,2019,9,25
2126,MN06,2019-10,2019,10,12
2127,MN06,2019-11,2019,11,15
2128,MN06,2019-12,2019,12,17
2129,MN06,2020-01,2020,1,13
2130,MN06,2020-02,2020,2,16
2131,MN06,2020-03,2020,3,10
2132,MN06,2020-04,2020,4,4
2133,MN06,2020-05,2020,5,13
2134,MN06,2020-06,2020,6,16
2135,MN06,2020-07,2020,7,20
2136,MN06,2020-08,2020,8,32
2137,MN06,2020-09,2020,9,19
2138,MN06,2020-10,2020,10,23
2139,MN06,2020-11,2020,11,17
2140,MN06,2020-12,2020,12,4
2141,MN06,2021-01,2021,1,19
2142,MN06,2021-02,2021,2,23
2143,MN06,2021-03,2021,3,29
2144,MN06,2021-04,2021,4,31
2145,MN06,2021-05,2021,5,43
2146,MN06,2021-06,2021,6,67
2147,MN06,2021-07,2021,7,37
2148,MN06,2021-08,2021,8,37
2149,MN06,2021-09,2021,9,56
2150,MN06,2021-10,2021,10,58
2151,MN07,2016-11,2016,11,28
2152,MN07,2016-12,2016,12,23
2153,MN07,2017-01,2017,1,37
2154,MN07,2017-02,2017,2,32
2155,MN07,2017-03,2017,3,52
2156,MN07,2017-04,2017,4,60
2157,MN07,2017-05,2017,5,42
2158,MN07,2017-06,2017,6,47
2159,MN07,2017-07,2017,7,58
2160,MN07,2017-08,2017,8,96
2161,MN07,2017-09,2017,9,76
2162,MN07,2017-10,2017,10,70
2163,MN07,2017-11,2017,11,45
2164,MN07,2017-12,2017,12,33
2165,MN07,2018-01,2018,1,41
2166,MN07,2018-02,2018,2,33
2167,MN07,2018-03,2018,3,42
2168,MN07,2018-04,2018,4,50
2169,MN07,2018-05,2018,5,44
2170,MN07,2018-06,2018,6,51
2171,MN07,2018-07,2018,7,73
2172,MN07,2018-08,2018,8,71
2173,MN07,2018-09,2018,9,51
2174,MN07,2018-10,2018,10,47
2175,MN07,2018-11,2018,11,32
2176,MN07,2018-12,2018,12,38
2177,MN07,2019-01,2019,1,51
2178,MN07,2019-02,2019,2,38
2179,MN07,2019-03,2019,3,38
2180,MN07,2019-04,2019,4,40
2181,MN07,2019-05,2019,5,34
2182,MN07,2019-06,2019,6,31
2183,MN07,2019-08,2019,8,41
2184,MN07,2019-09,2019,9,32
2185,MN07,2019-10,2019,10,23
2186,MN07,2019-11,2019,11,23
2187,MN07,2019-12,2019,12,17
2188,MN07,2020-01,2020,1,12
2189,MN07,2020-02,2020,2,26
2190,MN07,2020-03,2020,3,17
2191,MN07,2020-04,2020,4,9
2192,MN07,2020-05,2020,5,16
2193,MN07,2020-06,2020,6,25
2194,MN07,2020-07,2020,7,29
2195,MN07,2020-08,2020,8,32
2196,MN07,2020-09,2020,9,34
2197,MN07,2020-10,2020,10,27
2198,MN07,2020-11,2020,11,24
2199,MN07,2020-12,2020,12,22
2200,MN07,2021-01,2021,1,65
2201,MN07,2021-02,2021,2,32
2202,MN07,2021-03,2021,3,91
2203,MN07,2021-04,2021,4,64
2204,MN07,2021-05,2021,5,69
2205,MN07,2021-06,2021,6,74
2206,MN07,2021-07,2021,7,65
2207,MN07,2021-08,2021,8,69
2208,MN07,2021-09,2021,9,85
2209,MN07,2021-10,2021,10,106
2210,MN08,2016-11,2016,11,58
2211,MN08,2016-12,2016,12,39
2212,MN08,2017-01,2017,1,29
2213,MN08,2017-02,2017,2,46
2214,MN08,2017-03,2017,3,42
2215,MN08,2017-04,2017,4,46
2216,MN08,2017-05,2017,5,48
2217,MN08,2017-06,2017,6,50
2218,MN08,2017-07,2017,7,63
2219,MN08,2017-08,2017,8,62
2220,MN08,2017-09,2017,9,56
2221,MN08,2017-10,2017,10,34
2222,MN08,2017-11,2017,11,17
2223,MN08,2017-12,2017,12,19
2224,MN08,2018-01,2018,1,36
2225,MN08,2018-02,2018,2,36
2226,MN08,2018-03,2018,3,18
2227,MN08,2018-04,2018,4,35
2228,MN08,2018-05,2018,5,63
2229,MN08,2018-06,2018,6,83
2230,MN08,2018-07,2018,7,49
2231,MN08,2018-08,2018,8,48
2232,MN08,2018-09,2018,9,54
2233,MN08,2018-10,2018,10,43
2234,MN08,2018-11,2018,11,43
2235,MN08,2018-12,2018,12,26
2236,MN08,2019-01,2019,1,51
2237,MN08,2019-02,2019,2,44
2238,MN08,2019-03,2019,3,45
2239,MN08,2019-04,2019,4,35
2240,MN08,2019-05,2019,5,27
2241,MN08,2019-06,2019,6,58
2242,MN08,2019-08,2019,8,41
2243,MN08,2019-09,2019,9,40
2244,MN08,2019-10,2019,10,21
2245,MN08,2019-11,2019,11,24
2246,MN08,2019-12,2019,12,30
2247,MN08,2020-01,2020,1,20
2248,MN08,2020-02,2020,2,15
2249,MN08,2020-03,2020,3,16
2250,MN08,2020-04,2020,4,15
2251,MN08,2020-05,2020,5,17
2252,MN08,2020-06,2020,6,24
2253,MN08,2020-07,2020,7,23
2254,MN08,2020-08,2020,8,23
2255,MN08,2020-09,2020,9,26
2256,MN08,2020-10,2020,10,21
2257,MN08,2020-11,2020,11,13
2258,MN08,2020-12,2020,12,13
2259,MN08,2021-01,2021,1,33
2260,MN08,2021-02,2021,2,15
2261,MN08,2021-03,2021,3,45
2262,MN08,2021-04,2021,4,16
2263,MN08,2021-05,2021,5,43
2264,MN08,2021-06,2021,6,45
2265,MN08,2021-07,2021,7,54
2266,MN08,2021-08,2021,8,56
2267,MN08,2021-09,2021,9,40
2268,MN08,2021-10,2021,10,62
2269,MN09,2016-11,2016,11,10
2270,MN09,2016-12,2016,12,17
2271,MN09,2017-01,2017,1,26
2272,MN09,2017-02,2017,2,16
2273,MN09,2017-03,2017,3,18
2274,MN09,2017-04,2017,4,19
2275,MN09,2017-05,2017,5,17
2276,MN09,2017-06,2017,6,20
2277,MN09,2017-07,2017,7,28
2278,MN09,2017-08,2017,8,83
2279,MN09,2017-09,2017,9,114
2280,MN09,2017-10,2017,10,152
2281,MN09,2017-11,2017,11,72
2282,MN09,2017-12,2017,12,43
2283,MN09,2018-01,2018,1,48
2284,MN09,2018-02,2018,2,61
2285,MN09,2018-03,2018,3,53
2286,MN09,2018-04,2018,4,87
2287,MN09,2018-05,2018,5,18
2288,MN09,2018-06,2018,6,11
2289,MN09,2018-07,2018,7,24
2290,MN09,2018-08,2018,8,141
2291,MN09,2018-09,2018,9,25
2292,MN09,2018-10,2018,10,16
2293,MN09,2018-11,2018,11,20
2294,MN09,2018-12,2018,12,12
2295,MN09,2019-01,2019,1,69
2296,MN09,2019-02,2019,2,12
2297,MN09,2019-03,2019,3,25
2298,MN09,2019-04,2019,4,12
2299,MN09,2019-05,2019,5,64
2300,MN09,2019-06,2019,6,28
2301,MN09,2019-08,2019,8,6
2302,MN09,2019-09,2019,9,17
2303,MN09,2019-10,2019,10,13
2304,MN09,2019-11,2019,11,12
2305,MN09,2019-12,2019,12,6
2306,MN09,2020-01,2020,1,41
2307,MN09,2020-02,2020,2,16
2308,MN09,2020-03,2020,3,11
2309,MN09,2020-04,2020,4,4
2310,MN09,2020-05,2020,5,17
2311,MN09,2020-06,2020,6,14
2312,MN09,2020-07,2020,7,21
2313,MN09,2020-08,2020,8,32
2314,MN09,2020-09,2020,9,24
2315,MN09,2020-10,2020,10,12
2316,MN09,2020-11,2020,11,5
2317,MN09,2020-12,2020,12,11
2318,MN09,2021-01,2021,1,16
2319,MN09,2021-02,2021,2,11
2320,MN09,2021-03,2021,3,16
2321,MN09,2021-04,2021,4,23
2322,MN09,2021-05,2021,5,30
2323,MN09,2021-06,2021,6,45
2324,MN09,2021-07,2021,7,23
2325,MN09,2021-08,2021,8,38
2326,MN09,2021-09,2021,9,41
2327,MN09,2021-10,2021,10,24
2328,MN10,2016-11,2016,11,28
2329,MN10,2016-12,2016,12,21
2330,MN10,2017-01,2017,1,43
2331,MN10,2017-02,2017,2,31
2332,MN10,2017-03,2017,3,49
2333,MN10,2017-04,2017,4,42
2334,MN10,2017-05,2017,5,35
2335,MN10,2017-06,2017,6,45
2336,MN10,2017-07,2017,7,79
2337,MN10,2017-08,2017,8,63
2338,MN10,2017-09,2017,9,48
2339,MN10,2017-10,2017,10,36
2340,MN10,2017-11,2017,11,25
2341,MN10,2017-12,2017,12,28
2342,MN10,2018-01,2018,1,48
2343,MN10,2018-02,2018,2,21
2344,MN10,2018-03,2018,3,20
2345,MN10,2018-04,2018,4,41
2346,MN10,2018-05,2018,5,41
2347,MN10,2018-06,2018,6,40
2348,MN10,2018-07,2018,7,45
2349,MN10,2018-08,2018,8,69
2350,MN10,2018-09,2018,9,38
2351,MN10,2018-10,2018,10,38
2352,MN10,2018-11,2018,11,18
2353,MN10,2018-12,2018,12,23
2354,MN10,2019-01,2019,1,22
2355,MN10,2019-02,2019,2,28
2356,MN10,2019-03,2019,3,39
2357,MN10,2019-04,2019,4,36
2358,MN10,2019-05,2019,5,43
2359,MN10,2019-06,2019,6,70
2360,MN10,2019-07,2019,7,2
2361,MN10,2019-08,2019,8,45
2362,MN10,2019-09,2019,9,36
2363,MN10,2019-10,2019,10,21
2364,MN10,2019-11,2019,11,15
2365,MN10,2019-12,2019,12,37
2366,MN10,2020-01,2020,1,34
2367,MN10,2020-02,2020,2,23
2368,MN10,2020-03,2020,3,27
2369,MN10,2020-04,2020,4,17
2370,MN10,2020-05,2020,5,31
2371,MN10,2020-06,2020,6,38
2372,MN10,2020-07,2020,7,71
2373,MN10,2020-08,2020,8,62
2374,MN10,2020-09,2020,9,45
2375,MN10,2020-10,2020,10,42
2376,MN10,2020-11,2020,11,32
2377,MN10,2020-12,2020,12,29
2378,MN10,2021-01,2021,1,49
2379,MN10,2021-02,2021,2,49
2380,MN10,2021-03,2021,3,59
2381,MN10,2021-04,2021,4,62
2382,MN10,2021-05,2021,5,97
2383,MN10,2021-06,2021,6,113
2384,MN10,2021-07,2021,7,90
2385,MN10,2021-08,2021,8,92
2386,MN10,2021-09,2021,9,139
2387,MN10,2021-10,2021,10,94
2388,MN11,2016-11,2016,11,24
2389,MN11,2016-12,2016,12,18
2390,MN11,2017-01,2017,1,31
2391,MN11,2017-02,2017,2,24
2392,MN11,2017-03,2017,3,26
2393,MN11,2017-04,2017,4,18
2394,MN11,2017-05,2017,5,23
2395,MN11,2017-06,2017,6,35
2396,MN11,2017-07,2017,7,28
2397,MN11,2017-08,2017,8,39
2398,MN11,2017-09,2017,9,32
2399,MN11,2017-10,2017,10,23
2400,MN11,2017-11,2017,11,13
2401,MN11,2017-12,2017,12,18
2402,MN11,2018-01,2018,1,14
2403,MN11,2018-02,2018,2,20
2404,MN11,2018-03,2018,3,15
2405,MN11,2018-04,2018,4,17
2406,MN11,2018-05,2018,5,29
2407,MN11,2018-06,2018,6,35
2408,MN11,2018-07,2018,7,51
2409,MN11,2018-08,2018,8,60
2410,MN11,2018-09,2018,9,44
2411,MN11,2018-10,2018,10,32
2412,MN11,2018-11,2018,11,17
2413,MN11,2018-12,2018,12,23
2414,MN11,2019-01,2019,1,17
2415,MN11,2019-02,2019,2,19
2416,MN11,2019-03,2019,3,14
2417,MN11,2019-04,2019,4,12
2418,MN11,2019-05,2019,5,25
2419,MN11,2019-06,2019,6,35
2420,MN11,2019-07,2019,7,2
2421,MN11,2019-08,2019,8,21
2422,MN11,2019-09,2019,9,20
2423,MN11,2019-10,2019,10,16
2424,MN11,2019-11,2019,11,13
2425,MN11,2019-12,2019,12,13
2426,MN11,2020-01,2020,1,15
2427,MN11,2020-02,2020,2,5
2428,MN11,2020-03,2020,3,5
2429,MN11,2020-04,2020,4,13
2430,MN11,2020-05,2020,5,23
2431,MN11,2020-06,2020,6,27
2432,MN11,2020-07,2020,7,31
2433,MN11,2020-08,2020,8,35
2434,MN11,2020-09,2020,9,30
2435,MN11,2020-10,2020,10,21
2436,MN11,2020-11,2020,11,19
2437,MN11,2020-12,2020,12,13
2438,MN11,2021-01,2021,1,13
2439,MN11,2021-02,2021,2,24
2440,MN11,2021-03,2021,3,30
2441,MN11,2021-04,2021,4,21
2442,MN11,2021-05,2021,5,32
2443,MN11,2021-06,2021,6,50
2444,MN11,2021-07,2021,7,50
2445,MN11,2021-08,2021,8,62
2446,MN11,2021-09,2021,9,62
2447,MN11,2021-10,2021,10,105
2448,MN12,2016-11,2016,11,20
2449,MN12,2016-12,2016,12,20
2450,MN12,2017-01,2017,1,25
2451,MN12,2017-02,2017,2,15
2452,MN12,2017-03,2017,3,40
2453,MN12,2017-04,2017,4,52
2454,MN12,2017-05,2017,5,31
2455,MN12,2017-06,2017,6,47
2456,MN12,2017-07,2017,7,57
2457,MN12,2017-08,2017,8,53
2458,MN12,2017-09,2017,9,35
2459,MN12,2017-10,2017,10,27
2460,MN12,2017-11,2017,11,13
2461,MN12,2017-12,2017,12,10
2462,MN12,2018-01,2018,1,26
2463,MN12,2018-02,2018,2,39
2464,MN12,2018-03,2018,3,30
2465,MN12,2018-04,2018,4,22
2466,MN12,2018-05,2018,5,23
2467,MN12,2018-06,2018,6,38
2468,MN12,2018-07,2018,7,38
2469,MN12,2018-08,2018,8,41
2470,MN12,2018-09,2018,9,50
2471,MN12,2018-10,2018,10,20
2472,MN12,2018-11,2018,11,27
2473,MN12,2018-12,2018,12,21
2474,MN12,2019-01,2019,1,38
2475,MN12,2019-02,2019,2,37
2476,MN12,2019-03,2019,3,27
2477,MN12,2019-04,2019,4,28
2478,MN12,2019-05,2019,5,41
2479,MN12,2019-06,2019,6,34
2480,MN12,2019-08,2019,8,18
2481,MN12,2019-09,2019,9,42
2482,MN12,2019-10,2019,10,13
2483,MN12,2019-11,2019,11,15
2484,MN12,2019-12,2019,12,16
2485,MN12,2020-01,2020,1,26
2486,MN12,2020-02,2020,2,14
2487,MN12,2020-03,2020,3,6
2488,MN12,2020-04,2020,4,11
2489,MN12,2020-05,2020,5,29
2490,MN12,2020-06,2020,6,41
2491,MN12,2020-07,2020,7,35
2492,MN12,2020-08,2020,8,49
2493,MN12,2020-09,2020,9,54
2494,MN12,2020-10,2020,10,38
2495,MN12,2020-11,2020,11,22
2496,MN12,2020-12,2020,12,10
2497,MN12,2021-01,2021,1,23
2498,MN12,2021-02,2021,2,27
2499,MN12,2021-03,2021,3,38
2500,MN12,2021-04,2021,4,40
2501,MN12,2021-05,2021,5,60
2502,MN12,2021-06,2021,6,96
2503,MN12,2021-07,2021,7,76
2504,MN12,2021-08,2021,8,78
2505,MN12,2021-09,2021,9,59
2506,MN12,2021-10,2021,10,68
2507,QN01,2016-11,2016,11,50
2508,QN01,2016-12,2016,12,47
2509,QN01,2017-01,2017,1,45
2510,QN01,2017-02,2017,2,62
2511,QN01,2017-03,2017,3,70
2512,QN01,2017-04,2017,4,64
2513,QN01,2017-05,2017,5,85
2514,QN01,2017-06,2017,6,76
2515,QN01,2017-07,2017,7,59
2516,QN01,2017-08,2017,8,80
2517,QN01,2017-09,2017,9,68
2518,QN01,2017-10,2017,10,48
2519,QN01,2017-11,2017,11,55
2520,QN01,2017-12,2017,12,30
2521,QN01,2018-01,2018,1,43
2522,QN01,2018-02,2018,2,65
2523,QN01,2018-03,2018,3,56
2524,QN01,2018-04,2018,4,86
2525,QN01,2018-05,2018,5,68
2526,QN01,2018-06,2018,6,93
2527,QN01,2018-07,2018,7,95
2528,QN01,2018-08,2018,8,100
2529,QN01,2018-09,2018,9,95
2530,QN01,2018-10,2018,10,92
2531,QN01,2018-11,2018,11,63
2532,QN01,2018-12,2018,12,55
2533,QN01,2019-01,2019,1,66
2534,QN01,2019-02,2019,2,73
2535,QN01,2019-03,2019,3,55
2536,QN01,2019-04,2019,4,64
2537,QN01,2019-05,2019,5,68
2538,QN01,2019-06,2019,6,74
2539,QN01,2019-07,2019,7,3
2540,QN01,2019-08,2019,8,58
2541,QN01,2019-09,2019,9,53
2542,QN01,2019-10,2019,10,25
2543,QN01,2019-11,2019,11,26
2544,QN01,2019-12,2019,12,28
2545,QN01,2020-01,2020,1,41
2546,QN01,2020-02,2020,2,43
2547,QN01,2020-03,2020,3,35
2548,QN01,2020-04,2020,4,27
2549,QN01,2020-05,2020,5,57
2550,QN01,2020-06,2020,6,64
2551,QN01,2020-07,2020,7,61
2552,QN01,2020-08,2020,8,75
2553,QN01,2020-09,2020,9,52
2554,QN01,2020-10,2020,10,47
2555,QN01,2020-11,2020,11,27
2556,QN01,2020-12,2020,12,30
2557,QN01,2021-01,2021,1,45
2558,QN01,2021-02,2021,2,30
2559,QN01,2021-03,2021,3,84
2560,QN01,2021-04,2021,4,34
2561,QN01,2021-05,2021,5,74
2562,QN01,2021-06,2021,6,128
2563,QN01,2021-07,2021,7,126
2564,QN01,2021-08,2021,8,220
2565,QN01,2021-09,2021,9,202
2566,QN01,2021-10,2021,10,200
2567,QN02,2016-11,2016,11,44
2568,QN02,2016-12,2016,12,27
2569,QN02,2017-01,2017,1,51
2570,QN02,2017-02,2017,2,46
2571,QN02,2017-03,2017,3,47
2572,QN02,2017-04,2017,4,45
2573,QN02,2017-05,2017,5,38
2574,QN02,2017-06,2017,6,52
2575,QN02,2017-07,2017,7,58
2576,QN02,2017-08,2017,8,66
2577,QN02,2017-09,2017,9,50
