NYC DEPARTMENT OF SANITATION PUBLIC SPACE RECYCLING SITE LIST,,,,,,,,,
SITE INFORMATION AND RECEPTACLE COUNT IS CURRENT AS OF THE FOLLOWING DATE,,,,,,,9/5/2018,,
,,,,,PUBLIC SPACE RECYCLING RECEPTACLE TOTAL (DSNY+PRIVATE),,2602,,
,,,,,PUBLIC SPACE RECYCLING RECEPTACLE TOTAL (DSNY ONLY),,2153,,
,,,,,PUBLIC SPACE RECYCLING PAPER RECEPTACLE TOTAL (DSNY ONLY),,1064,,
,,,,,PUBLIC SPACE RECYCLING MGP RECEPTACLE TOTAL (DSNY ONLY),,1089,,
,,,,,PRIVATE PUBLIC SPACE RECYCLING RECEPTACLES,,449,,
BOROUGH,,,,,"# DSNY RECEPTACLE SITES
(PRIVATE LOCATIONS NOT INCLUDED)",,# OF RECEPTACLES,,
MANHATTAN,,,,,241,,714,,
BRONX,,,,,50,,256,,
BROOKLYN NORTH,,,,,66,,194,,
BROOKLYN SOUTH,,,,,115,,307,,
QUEENS WEST,,,,,57,,152,,
QUEENS EAST,,,,,101,,267,,
STATEN ISLAND,,,,,74,,263,,
CITYWIDE TOTAL,,,,,704,,2153,,
,,,,,"Locations Highlighted in Yellow Are the ""New Style Silve Bullet"" Style Receptacles",,,,
,,,,,MANHATTAN DSNY PUBLIC SPACE RECYCLING SITES,,,,
,ZONE,DISTRICT,TYPE,STYLE,PLACED,SITE NAME/ BASKET LOCATION,PARTNER (IF ANY),P#A POEFR,#M OGFP
570,BKS,BK06,DISTRICT,NEW,2014,NE 7TH AVENUE AND PRESIDENT ST,N/A,1,1
571,BKS,BK06,DISTRICT,NEW,2014,NE 7TH AVENUE AND UNION ST,N/A,1,1
572,BKS,BK06,DISTRICT,NEW,2014,SW 7TH AVENUE AND UNION ST,N/A,1,1
573,BKS,BK06,DISTRICT,NEW,2014,S/E SMITH ST AND 3RD ST,N/A,1,1
574,BKS,BK06,DISTRICT,NEW,2014,N/W SMITH ST AND 2ND PL,N/A,1,1
575,BKS,BK06,DISTRICT,NEW,2014,S/E SMITH ST AND 2ND ST,N/A,1,1
576,BKS,BK06,DISTRICT,NEW,2014,N/W SMITH ST AND 1ST PL,N/A,1,1
577,BKS,BK06,DISTRICT,NEW,2014,S/E SMITH ST AND CARROLL ST,N/A,1,1
578,BKS,BK06,DISTRICT,NEW,2014,S/E SMITH ST AND CARROLL ST,N/A,1,1
579,BKS,BK06,DISTRICT,NEW,2014,N/W SMITH ST AND PRESIDENT ST,N/A,1,1
580,BKS,BK06,DISTRICT,NEW,2014,S/E SMITH ST AND PRESIDENT ST,N/A,1,1
581,BKS,BK06,DISTRICT,NEW,2014,N/E SMITH ST AND UNION ST,N/A,1,1
582,BKS,BK06,DISTRICT,NEW,2014,S/W SMITH ST AND UNION ST,N/A,1,1
583,BKS,BK06,DISTRICT,NEW,2014,N/E SMITH ST AND SACKETT ST,N/A,1,1
584,BKS,BK06,DISTRICT,NEW,2014,S/W SMITH ST AND SACKETT ST,N/A,1,1
585,BKS,BK06,DISTRICT,NEW,2014,N/W SMITH ST AND DEGRAW ST,N/A,1,1
586,BKS,BK06,DISTRICT,NEW,2014,S/E SMITH ST AND DEGRAW ST,N/A,1,1
587,BKS,BK06,DISTRICT,NEW,2014,N/W SMITH ST AND DOUGLASS ST,N/A,1,1
588,BKS,BK06,DISTRICT,NEW,2014,S/W SMITH ST AND DOUGLASS ST,N/A,1,1
589,BKS,BK06,DISTRICT,NEW,2014,N/W SMITH ST AND BUTLER ST,N/A,1,1
590,BKS,BK06,DISTRICT,NEW,2014,S/E SMITH ST AND BUTLER ST,N/A,1,1
591,BKS,BK06,DISTRICT,NEW,2014,N/E SMITH ST AND BALTIC ST,N/A,1,1
592,BKS,BK06,DISTRICT,NEW,2014,S/W SMITH ST AND BALTIC ST,N/A,1,1
593,BKS,BK06,DISTRICT,NEW,2014,N/W COURT ST AND BALTIC ST,N/A,1,1
594,BKS,BK06,DISTRICT,NEW,2014,S/E COURT ST AND BALTIC ST,N/A,1,1
595,BKS,BK06,DISTRICT,NEW,2014,S/W COURT ST AND KANE ST,N/A,1,1
596,BKS,BK06,DISTRICT,NEW,2014,S/E COURT ST AND BUTLER ST,N/A,1,1
597,BKS,BK06,DISTRICT,NEW,2014,N/E COURT ST AND DOUGLASS ST,N/A,1,1
598,BKS,BK06,DISTRICT,NEW,2014,N/E COURT ST AND DEGRAW ST,N/A,1,1
599,BKS,BK06,DISTRICT,NEW,2014,S/W COURT AND DEGRAW ST,N/A,1,1
600,BKS,BK06,DISTRICT,NEW,2014,N/W COURT ST AND SACKETT ST,N/A,1,1
601,BKS,BK06,DISTRICT,NEW,2014,S/E COURT ST AND SACKETT ST,N/A,1,1
602,BKS,BK06,DISTRICT,NEW,2014,N/E COURT ST AND UNION ST,N/A,1,1
603,BKS,BK06,DISTRICT,NEW,2014,S/W COURT ST AND UNION ST,N/A,1,1
604,BKS,BK06,DISTRICT,NEW,2014,S/W COURT ST AND PRESIDENT ST,N/A,1,1
605,BKS,BK06,DISTRICT,NEW,2014,S/W COURT ST AND CARROLL ST,N/A,1,1
606,BKS,BK06,DISTRICT,NEW,2014,N/E COURT ST AND CARROLL ST,N/A,1,1
607,BKS,BK06,DISTRICT,NEW,2014,N/E COURT ST AND 1ST PLACE,N/A,1,1
608,BKS,BK06,DISTRICT,NEW,2014,S/W COURT AND 1ST PLACE,N/A,1,1
609,BKS,BK06,DISTRICT,NEW,2014,N/W COURT ST AND 2ND PLACE,N/A,1,1
610,BKS,BK06,DISTRICT,NEW,2014,S/E COURT ST AND 2ND PLACE,N/A,1,1
611,BKS,BK06,DISTRICT,NEW,2014,N/E COURT ST AND 3RD PLACE,N/A,1,1
612,BKS,BK06,DISTRICT,NEW,2014,S/W COURT ST AND 3RD PLACE,N/A,1,1
613,BKS,BK06,DISTRICT,NEW,2014,N/W COURT ST AND 4TH PLACE,N/A,1,1
614,BKS,BK06,DISTRICT,NEW,2014,S/E COURT ST AND 4TH PLACE,N/A,1,1
615,BKS,BK06,DISTRICT,NEW,2014,N/W COURT ST AND LIQUER ST,N/A,1,1
616,BKS,BK06,DISTRICT,NEW,2014,S/E COURT ST AND LUQUER ST,N/A,1,1
617,BKS,BK07,BID,OLD,2008,5TH AVE AND 44TH ST,BID - SUNSET PARK BID,1,1
618,BKS,BK07,PARK,OLD,2010,41ST AND 3RD AVE,NYC PARKS - PLAYGROUND 340,1,1
619,BKS,BK07,DISTRICT,OLD,2012,PROSPECT PARK WEST AND 18TH ST,N/A,1,1
620,BKS,BK07,PARK,OLD,2013,7TH AVE BETWEEN 43RD ST AND 42ND ST,NYC PARKS - SUNSET RECREATION CENTER,3,3
621,BKS,BK07,DISTRICT,NEW,2015,S/W PROSPECT PARK WEST & BARTEL PRITCHARD SQ,N/A,1,1
622,BKS,BK07,DISTRICT,NEW,2015,S/W PROSPECT PARK WEST & 16TH ST,N/A,1,1
623,BKS,BK07,DISTRICT,NEW,2015,S/W PROSPECT PARK WEST & WINDSOR PL,N/A,1,1
624,BKS,BK07,DISTRICT,NEW,2015,S/E PROSPECT PARK WEST & PROSPECT AVE,N/A,1,1
625,BKS,BK07,DISTRICT,NEW,2015,S/W PROSPECT PARK WEST & PROSPECT AVE,N/A,1,1
626,BKS,BK07,DISTRICT,NEW,2015,S/W PROSPECT PARK WEST & 17TH ST,N/A,1,1
627,BKS,BK07,DISTRICT,NEW,2015,S/W PROSPECT PARK WEST & 18TH ST,N/A,1,1
628,BKS,BK07,DISTRICT,NEW,2015,N/E PROSPECT PARK WEST & 17TH ST,N/A,1,1
629,BKS,BK07,DISTRICT,NEW,2015,N/E PROSPECT PARK WEST & PROSPECT AVE,N/A,1,1
630,BKS,BK07,DISTRICT,NEW,2015,N/E PROSPECT PARK WEST &WINDSOR PL,N/A,1,1
631,BKS,BK07,DISTRICT,NEW,2015,N/E PROSPECT PARK WEST & 16TH ST,N/A,1,1
632,BKS,BK07,DISTRICT,NEW,2015,N/E PROSPECT PARK WEST & BARTEL PRITCHARD SQ,N/A,1,1
633,BKS,BK10,BID,OLD,2008,5TH AVE AND BAY RIDGE PARKWAY,BID - BAY RIDGE,0,1
634,BKS,BK10,PARK,OLD,2010,79TH ST AND SHORE RD,NYC PARKS - SHORE RD PLAYGROUND,1,1
635,BKS,BK10,DISTRICT,NEW,2015,N/W 74TH ST & 3RD AVE,N/A,1,1
636,BKS,BK10,DISTRICT,NEW,2015,S/W 74TH ST & 3RD AVE,N/A,1,1
637,BKS,BK10,DISTRICT,NEW,2015,S/E 86TH ST & SHORE RD,N/A,1,1
638,BKS,BK10,DISTRICT,NEW,2015,N/W 86TH ST & SHORE RD,N/A,1,1
639,BKS,BK10,DISTRICT,NEW,2015,S/E 86TH ST & 3RD AVE,N/A,1,1
640,BKS,BK10,DISTRICT,NEW,2015,N/W 86TH ST & 3RD AVE,N/A,1,1
641,BKS,BK10,DISTRICT,NEW,2015,S/E 86TH ST & 4TH AVE,N/A,1,1
642,BKS,BK10,DISTRICT,NEW,2015,N/W 86TH ST & 4TH AVE,N/A,1,1
643,BKS,BK13,PARK,OLD,2009,W5TH ST AND SURF AVE,NYC PARKS - ASSER LEVY PARK,1,1
644,BKS,BK13,DISTRICT,NEW,2015,N/W MERMAID AVE & STILLWELL AVE,N/A,1,1
645,BKS,BK13,DISTRICT,NEW,2015,S/W MERMAID AVE & STILLWELL AVE,N/A,1,1
646,BKS,BK13,DISTRICT,NEW,2015,S/W NEPTUNE AVE & STILLWELL AVE,N/A,1,1
647,BKS,BK13,DISTRICT,NEW,2015,S/E NEPTUNE AVE & STILLWELL AVE,N/A,1,1
648,BKS,BK13,DISTRICT,NEW,2015,S/W SURF AVE & STILLWELL AVE,N/A,1,1
649,BKS,BK13,DISTRICT,NEW,2015,S/E SURF AVE & STILLWELL AVE,N/A,1,1
650,BKS,BK13,DISTRICT,NEW,2015,N/E NEPTUNE AVE & CROPSEY AVE,N/A,1,1
651,BKS,BK13,DISTRICT,NEW,2015,S/E NEPTUNE AVE & CROPSEY AVE,N/A,1,1
652,BKS,BK13,DISTRICT,NEW,2015,S/W NEPTUNE AVE & WEST 6TH,N/A,1,1
653,BKS,BK13,DISTRICT,NEW,2015,S/W WEST 12TH & SURF AVE,N/A,1,1
654,BKS,BK13,DISTRICT,NEW,2015,S/E WEST 10TH & SURF AVE,N/A,1,1
655,BKS,BK13,NON-PROFIT,NEW,2015,NY AQUARIUM,NY AQUARIUM,28,28
656,BKS,BK14,DISTRICT,NEW,2015,NEWKIRK PLAZA AND E16TH ST,N/A,1,1
657,BKS,BK14,DISTRICT,NEW,2015,NEWKIRK PLAZA AND MARBOROUGH,N/A,1,1
658,BKS,BK18,DISTRICT,NEW,2015,FLOYD BENNET FIELD TRAINING CENTER,N/A,9,9
659,QW,QW01,BID,OLD,2009,STEINWAY ST BETWEEN 34TH & BROADWAY,BID - STIENWAY STREET BID,1,1
660,QW,QW01,PARK,OLD,2011,ASTORIA BLVD SOUTH AND 31ST ST,NYC PARKS - COLUMBUS TRIANGLE (ASTORIA TRIANGLE),1,1
661,QW,QW01,DISTRICT,NEW,2015,N/W 41 ST. AND BROADWAY,N/A,1,1
662,QW,QW01,DISTRICT,NEW,2015,N/W 21 ST. AND BROADWAY,N/A,1,1
663,QW,QW01,DISTRICT,NEW,2015,S/W BROADWAY AND STIENWAY,N/A,1,1
664,QW,QW01,DISTRICT,NEW,2015,N/E QUEENS PLAZA NORTH AND CRESCENT ST,N/A,1,1
665,QW,QW01,DISTRICT,NEW,2015,N/E VERNON BL AND BROADWAY,N/A,1,1
666,QW,QW01,DISTRICT,NEW,2015,N/E 35 AVE AND 37 ST,N/A,1,1
667,QW,QW01,DISTRICT,NEW,2015,S/W CORNER OF ASTORIA BLVD. AND 21 STREET,N/A,1,1
668,QW,QW02,PARK,OLD,2011,48-21 39TH AVE,SUNNYSIDE GARDENS PARK,3,3
670,QW,QW02,DISTRICT,NEW,2015,S/W GREENPOINT AVE AND 46 ST,N/A,1,1
671,QW,QW02,DISTRICT,NEW,2015,58 ST. AND 53 AVE (QW BORO),N/A,1,1
674,QW,QW04,PARK,OLD,2007,HOFFMAN DRIVE AND WOODHAVEN BLVD,NYC PARKS - HOFFMAN PARK,6,6
675,QW,QW04,PARK,OLD,2008,PASSERELLE CIRCLE - FLUSHING MEADOW PARK,NYC PARKS - FLUSHING MEADOW PARK,1,1
676,QW,QW04,PARK,OLD,2011,79TH ST AND GRAND AVE,NYC PARKS - ELMHURST PARK,2,2
677,QW,QW04,PARK,OLD,2011,FLUSHING MEADOW PARK PLAYGROUNDS,NYC PARKS - FLUSHING MEADOW PARK,7,7
678,QW,QW04,PARK,OLD,2011,QUEENS HALL OF SCIENCE - FLUSHING MEADOW PARK,NYC PARKS - FLUSHING MEADOW PARK,1,1
679,QW,QW04,ZOO,OLD,2011,QUEENS ZOO - FLUSHING MEADOW PARK,NYC PARKS - FLUSHING MEADOW PARK,5,5
680,QW,QW04,PARK,OLD,2011,QUEENS THEATRE - FLUSHING MEADOW PARK,NYC PARKS - FLUSHING MEADOW PARK,1,1
681,QW,QW04,PARK,OLD,2011,QUEENS MUSEUM - FLUSHING MEADOW PARK,NYC PARKS - FLUSHING MEADOW PARK,2,2
682,QW,QW04,PARK,OLD,2011,AL ORTER RECREATION CENTER - FLUSHING MEADOW PARK,NYC PARKS - FLUSHING MEADOW PARK,1,1
683,QW,QW04,DISTRICT,NEW,2015,N/E QUEENS BLVD AND 56TH AVE,N/A,1,1
684,QW,QW04,DISTRICT,NEW,2015,N/E QUEENS BLVD AND 55TH AVE,N/A,1,1
685,QW,QW04,DISTRICT,NEW,2015,R/S BROADWAY BET JUSTICE AVE & QUEENS BLVD,N/A,1,1
686,QW,QW04,DISTRICT,NEW,2015,S/W/C JUSTICE AVE & BROADWAY,N/A,1,1
687,QW,QW04,DISTRICT,NEW,2015,N/E/C BAXTER & BROADWAY,N/A,1,1
688,QW,QW05,DISTRICT,NEW,2015,N/E/C ELIOT AVE AND 80TH ST,N/A,1,1
689,QW,QW05,DISTRICT,NEW,2015,S/W METROPOLITAN AVE AND FRESH POND RD,N/A,1,1
690,QW,QW05,DISTRICT,NEW,2015,N/W METROPOLITAN AVE AND 80 ST,N/A,1,1
691,QW,QW05,DISTRICT,NEW,2015,S/W METROPOLITAN AVE AND RENTAR PLAZA,N/A,1,1
692,QW,QW05,DISTRICT,NEW,2015,S/E GRAND AVE AND 61 ST,N/A,1,1
693,QW,QW05,DISTRICT,NEW,2015,S/E GRAND AVE AND 69 ST,N/A,1,1
694,QW,QW05,DISTRICT,NEW,2015,N/E GRAND AVE AND 69 ST,N/A,1,1
695,QW,QW05,DISTRICT,NEW,2015,N/E MYRTLE AND FRESH POND RD,N/A,1,1
696,QW,QW05,DISTRICT,NEW,2015,N/E MYRTLE AND FRESH POND RD,N/A,1,1
697,QW,QW05,DISTRICT,NEW,2015,S/E MYRTLE AVENUE & CYPRESS HILLS STREET,N/A,1,1
698,QW,QW05,DISTRICT,NEW,2015,S/S MYRTLE AVENUE AT 80 STREET INTERSECTION,N/A,1,1
699,QW,QW06,PARK,OLD,2011,93-29 QUEENS BLVD - LBH RECREATION CENTER,NYC PARKS - LBH RECREATION CENTER,1,1
700,QW,QW06,DISTRICT,OLD,2012,YELLOWSTONE BLVD AND JUNO ST,N/A,1,1
701,QW,QW06,DISTRICT,NEW,2015,N/W METROPOLITAN AND 71 AVE,N/A,1,1
702,QW,QW06,DISTRICT,NEW,2015,N/E AUSTIN ST.AND ASCAN AVE,N/A,1,1
703,QW,QW06,DISTRICT,NEW,2015,S/W QUEENS BLVD AND ASCAN AVE,N/A,1,1
704,QW,QW06,DISTRICT,NEW,2015,S/W METRO AND SELFRIDGE,N/A,1,1
705,QW,QW06,DISTRICT,NEW,2015,S/W UNION TPK AND 71 ST,N/A,1,1
706,QW,QW06,DISTRICT,NEW,2015,S/W 108 ST AND HORACE HARDING,N/A,1,1
707,QW,QW06,DISTRICT,NEW,2015,N/E YELLOWSTONE AND 62 RD,N/A,1,1
708,QW,QW06,DISTRICT,NEW,2015,N/W YELLOWSTONE AND 64 AVE,N/A,1,1
709,QW,QW06,DISTRICT,NEW,2015,S/W AUSTIN ST AND 63 DR,N/A,1,1
710,QW,QW06,DISTRICT,NEW,2015,N/E 63 DR AND WETHEROLE,N/A,1,1
711,QW,QW06,DISTRICT,NEW,2015,N/W 63 DRIVE AND QUEENS BLVD,N/A,1,1
712,QW,QW06,DISTRICT,NEW,2015,N/E 67AVE AND QUEENS BLVD,N/A,1,1
713,QW,QW06,DISTRICT,NEW,2015,S/E 71AVE AND QUEENS BLVD,N/A,1,1
714,QW,QW09,DISTRICT,NEW,2017,QUEENS BLVD & 82ND AVE (BORO HALL),N/A,1,1
715,QW,QW09,DISTRICT,NEW,2017,QUEENS BLVD & UNION TPKE,N/A,1,1
716,QW,QW09,DISTRICT,NEW,2015,N/E METRO AND AUDLEY ST,N/A,1,1
723,QW,QW09,DISTRICT,NEW,2015,N/W 101 AVE AND 94 ST,N/A,1,1
724,QW,QW09,DISTRICT,NEW,2015,N/E 101 AVENUE AND 111 ST.,N/A,1,1
725,QE,QE07,DISTRICT,OLD,2009,150TH ST AND 14TH AVE,N/A,1,1
726,QE,QE07,NON-PROFIT,OLD,2012,43-50 MAIN ST - QUEENS BOTANICAL GARDEN,QUEENS BOTANICAL GARDEN,10,10
727,QE,QE07,PARK,OLD,2013,DUANE ROAD & TOTTEN AVE - FORT TOTTEN PARK,NYC PARKS - FORT TOTTEN PARK,3,3
728,QE,QE07,DISTRICT,NEW,2014,SE MAIN ST AND BOOTH MEMORIAL AVE,N/A,1,1
729,QE,QE07,DISTRICT,NEW,2014,NW MAIN ST AND BOOTH MEMORIAL AVE,N/A,1,1
730,QE,QE07,DISTRICT,NEW,2014,SW MAIN ST AND 57TH ROAD,N/A,1,1
731,QE,QE07,DISTRICT,NEW,2014,NW MAIN ST AND 37TH AVE,N/A,1,1
732,QE,QE07,DISTRICT,NEW,2014,SE MAIN ST AND 41ST RD,N/A,1,1
733,QE,QE07,DISTRICT,NEW,2014,NE MAIN ST AND SANFORD AVE,N/A,1,1
734,QE,QE07,DISTRICT,NEW,2014,SW MAIN ST AND MAPLE AVE,N/A,1,1
735,QE,QE07,DISTRICT,NEW,2014,NE MAIN ST AND MAPLE AVE,N/A,1,1
736,QE,QE07,DISTRICT,NEW,2014,SW MAIN ST AND FRANKLIN AVE,N/A,1,1
737,QE,QE07,DISTRICT,NEW,2014,SW MAIN ST AND BLOSSOM AVE,N/A,1,1
738,QE,QE07,DISTRICT,NEW,2014,NE MAIN ST AND BLOSSOM AVE,N/A,1,1
739,QE,QE07,DISTRICT,NEW,2014,SW MAIN ST AND CHERRY AVE,N/A,1,1
740,QE,QE07,DISTRICT,NEW,2014,NE MAIN ST AND CHERRY AVE,N/A,1,1
741,QE,QE07,DISTRICT,NEW,2014,NW MAIN ST AND DAHLIA AVE,N/A,1,1
742,QE,QE07,DISTRICT,NEW,2014,SE MAIN ST AND DAHLIA AVE,N/A,1,1
743,QE,QE07,DISTRICT,NEW,2014,NW MAIN ST AND ELDER AVE,N/A,1,1
744,QE,QE07,DISTRICT,NEW,2014,SE MAIN ST AND ELDER AVE,N/A,1,1
745,QE,QE08,SCHOOL,NEW,2012,KISSENA BLVD AND HORACE HARDING EXPRESSWAY - QUEENS COLLEGE,CUNY - QUEENS COLLEGE,1,1
,QE,QE08,SCHOOL,NEW,2012,N/W/C 150 STREET / MELBOURNE AVE,CUNY - QUEENS COLLEGE,1,1
746,QE,QE08,SCHOOL,NEW,2012,FRANCIS LEWIS BLVD AND HORACE HARDING EXPRESSWAY - ST FRANCIS PREP,ST FRANCIS PREP,1,1
747,QE,QE08,DISTRICT,OLD,2013,N/E/C 150TH ST/MELBOURNE AVE,N/A,1,1
748,QE,QE08,DISTRICT,OLD,2013,S/E CORNER MAIN ST & REEVES,N/A,1,1
749,QE,QE08,DISTRICT,NEW,2015,N/W MANTON ST & MAIN ST,N/A,1,1
750,QE,QE08,DISTRICT,NEW,2015,S/E HORACE HARDING & 190TH ST,N/A,1,1
751,QE,QE08,DISTRICT,NEW,2015,N/W UNION TPKE & UTOPIA PKWY,N/A,1,1
752,QE,QE08,DISTRICT,NEW,2015,S/E 193RD ST & UNION TPKE,N/A,1,1
752,QE,QE08,DISTRICT,NEW,2018,N/W/C 161ST ST & JEWEL AVE,N/A,1,1
753,QE,QE08,DISTRICT,NEW,2015,S/W 168TH ST & GRAND CENTRAL PKWY,N/A,1,1
754,QE,QE10,PARK,OLD,2009,N. CONDUIT AND 114TH ST - SOUTHERN FIELDS,NYC PARKS - SOUTHERN FIELDS,1,1
755,QE,QE10,PARK,OLD,2009,N. CONDUIT AND 116TH ST - SOUTHERN FIELDS,NYC PARKS - SOUTHERN FIELDS,1,1
756,QE,QE10,DISTRICT,NEW,2015,N/W 130TH ST & 150TH AVE,N/A,1,1
757,QE,QE10,DISTRICT,NEW,2015,S/E 126TH ST & 109TH AVE,N/A,1,1
758,QE,QE10,DISTRICT,NEW,2015,S/W 98TH ST & 109TH AVE,N/A,1,1
759,QE,QE10,DISTRICT,NEW,2015,N/E 90TH ST & SUTTER AVE,N/A,1,1
760,QE,QE10,DISTRICT,NEW,2015,S/W 84TH ST & 153RD AVE,N/A,1,1
,QE,QE10,DISTRICT,NEW,2015,165 Avenue AND 96TH ST - CHARLES PARK,N/A,1,1
,QE,QE10,DISTRICT,NEW,2015,165 Avenue AND 97TH ST - CHARLES PARK,N/A,1,1
,QE,QE10,DISTRICT,NEW,2016,165 Avenue AND 98TH ST - CHARLES PARK,N/A,1,1
,QE,QE10,DISTRICT,NEW,2016,165 Avenue AND 99TH ST - CHARLES PARK,N/A,1,1
,QE,QE10,DISTRICT,NEW,2017,Coleman Square and 159th Avenue,N/A,1,1
761,QE,QE10,DISTRICT,NEW,2015,S/W CROSSBAY BLVD & 156TH AVE,N/A,1,1
762,QE,QE10,DISTRICT,NEW,2015,S/W CROSSBAY BLVD & 163RD AVE,N/A,1,1
763,QE,QE11,SCHOOL,OLD,2012,56TH AVE AND 223 ST,QUEENS BOROUGH COLLEGE,1,1
764,QE,QE11,DISTRICT,NEW,2015,S/E CORNER OF 35TH AVE. & BELL BLVD,N/A,1,1
765,QE,QE11,DISTRICT,NEW,2015,W/S OF BELL BLVD. BETWEEN 42ND AVE. AND 41ST. AVE.,N/A,1,1
766,QE,QE11,DISTRICT,NEW,2015,W/S BELL BLVD & 42ND AVE,N/A,2,2
767,QE,QE11,DISTRICT,NEW,2015,S/W HORACE HARDING EXP & SPRINGFIELD BLVD,N/A,1,1
768,QE,QE11,DISTRICT,NEW,2015,N/E HORACE HARDING EXP & SPRINGFIELD BLVD,N/A,1,1
769,QE,QE11,DISTRICT,NEW,2015,N/W HORACE HARDING EXP & SPRINGFIELD BLVD,N/A,1,1
770,QE,QE11,DISTRICT,NEW,2015,S/E SPRINGFIELD BLVD & 56TH AVE,N/A,1,1
771,QE,QE11,DISTRICT,NEW,2015,N/E SPRINGFIELD BLVD & 58TH AVE,N/A,1,1
772,QE,QE11,DISTRICT,NEW,2015,S/E BELL BLVD & 35TH AVE,N/A,1,1
773,QE,QE11,DISTRICT,NEW,2015,S/E LITTLE NECK PARKWAY AND 39TH ROAD,N/A,1,1
774,QE,QE11,DISTRICT,NEW,2015,N/E 192ND STREET AND STATION RD,N/A,1,1
775,QE,QE12,PARK,OLD,2013,177-01 BAISLEY BLVD - ROY WILKINS PARK,NYC PARKS - ROY WILKINS PARK,5,6
776,QE,QE12,PARK,OLD,2013,133-39 GUY BREWER BLVD - VIC HANSEN RECREATION CENTER,NYC PARKS - VIC HANSEN RECREATION CENTER,2,2
777,QE,QE12,PARK,OLD,2013,106-16 173RD ST - DETECTIVE KEITH WILLIAMS RECREATION CENTER,NYC PARKS- DETECTIVE KEITH WILLIAMS RECREATION CENTER,2,2
778,QE,QE12,DISTRICT,NEW,2015,N/E SUTPHIN BLVD AND ARCHER AVE,N/A,1,1
779,QE,QE12,DISTRICT,NEW,2015,S/W SUTPHIN BLVD AND 91ST AVE,N/A,1,1
780,QE,QE12,DISTRICT,NEW,2015,S/E SUTPHIN BLVD AND JAMAICA AVE,N/A,1,1
781,QE,QE12,DISTRICT,NEW,2015,S/E SUTPHIN BLVD HILLSIDE AVE,N/A,1,1
782,QE,QE12,DISTRICT,NEW,2015,S/E ARCHER AVE & 158TH STREET,N/A,1,1
783,QE,QE12,DISTRICT,NEW,2015,S/E HILLSIDE AVE & PARSONS BLVD,N/A,1,1
784,QE,QE12,DISTRICT,NEW,2015,N/E PARSONS BLVD & 90TH AVE,N/A,1,1
785,QE,QE12,DISTRICT,NEW,2015,N/W ARCHER AVE & PARSONS BLVD,N/A,1,1
786,QE,QE13,ZOO,OLD,2012,73-50 LITTLE NECK PARKWAY - QUEENS COUNTY FARM,QUEENS COUNTY FARM,5,5
787,QE,QE13,DISTRICT,OLD,2012,JAMACIA AVE AND SPRINGFIELD BLVD,N/A,1,1
788,QE,QE13,PARK,OLD,2013,WINCHESTER BLVD & GRAND CENTRAL PARKWAY - ALLEY POND ADVENTURE COURSE,NYC PARKS - ALLEY POND ADVENTURE COURSE,3,3
789,QE,QE13,PARK,OLD,2013,WINCHESTER BLVD & UNION TURNPIKE - ALLEY POND PARK HOUSE,NYC PARKS - ALLEY POND PARK,4,4
790,QE,QE13,DISTRICT,NEW,2015,S/W SPRINGFIELD BLVD & 92ND AVE,N/A,1,1
791,QE,QE13,DISTRICT,NEW,2015,N/E JAMAICA AVE & SPRINGFIELD BLVD,N/A,1,1
792,QE,QE13,DISTRICT,NEW,2015,N/E JAMAICA AVE & 217TH ST,N/A,1,1
793,QE,QE13,DISTRICT,NEW,2015,S/W SPRINGFIELD AND JAMAICA AVE,N/A,1,1
794,QE,QE13,DISTRICT,NEW,2015,N/E JAMAICA AVE & FRANCIS LEWIS BLVD,N/A,1,1
795,QE,QE13,DISTRICT,NEW,2015,S/E FRANCIS LEWIS BLVD & HOLLIS AVE,N/A,1,1
796,QE,QE13,DISTRICT,NEW,2015,S/E SPRINGFIELD BLVD & HEMPSTEAD AVE,N/A,1,1
797,QE,QE13,DISTRICT,NEW,2015,N/E SPRINGFIELD BLVD & HEMPSTEAD AVE,N/A,1,1
798,QE,QE13,DISTRICT,NEW,2015,S/W SPRINGFIELD BLVD & 111TH RD,N/A,1,1
799,QE,QE13,DISTRICT,NEW,2015,N/E SPRINGFIELD BLVD & 112TH AVE,N/A,1,1
800,QE,QE13,DISTRICT,NEW,2015,N/W SPRINGFIELD BLVD & MURDOCK,N/A,1,1
801,QE,QE13,DISTRICT,NEW,2015,N/E SPRINGFIELD BLVD & LINDEN BLVD,N/A,1,1
802,QE,QE13,DISTRICT,NEW,2015,N/W LINDEN BLVD & 217TH STREET,N/A,1,1
803,QE,QE13,DISTRICT,NEW,2015,S/E MERRICK BLVD & SPRINGFIELD BLVD,N/A,1,1
804,QE,QE13,DISTRICT,NEW,2015,S/W MERRICK BLVD & 228TH ST.,N/A,1,1
805,QE,QE13,DISTRICT,NEW,2015,S/W MERRICK BLVD & 233RD ST.,N/A,1,1
806,QE,QE13,DISTRICT,NEW,2015,S/W MERRICK BLVD & LAURELTON,N/A,1,1
807,QE,QE13,DISTRICT,NEW,2015,N/W MERRICK BLVD & FRANCIS LEWIS BLVD,N/A,1,1
808,QE,QE13,DISTRICT,NEW,2015,S/E SPRINGFIELD BLVD & 144THAVE,N/A,1,1
809,QE,QE13,DISTRICT,NEW,2015,S/E FARMERS BLVD. & GUY R BREWER BLVD,N/A,1,1
